cell,variant,embedder,traj_id,step_idx,n_steps,actor,d_a_sem,d_a_lex,d_a_gated,d_oA,d_oA_calibrated,d_oU,user_is_tool_turn,label_fail
qwen32B-int4_airline_50runs,baseline,bge-m3,444e811c-4cd3-47ba-a4b0-7f99ea839bdb,13,26,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,444e811c-4cd3-47ba-a4b0-7f99ea839bdb,14,26,agent,0.9684255123138428,0.6923076923076923,0.0,0.48488789796829224,0.011429746945699037,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,444e811c-4cd3-47ba-a4b0-7f99ea839bdb,15,26,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,444e811c-4cd3-47ba-a4b0-7f99ea839bdb,16,26,agent,0.978506863117218,0.6923076923076923,0.0,0.4570440649986267,-0.009961575269699097,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,444e811c-4cd3-47ba-a4b0-7f99ea839bdb,17,26,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,444e811c-4cd3-47ba-a4b0-7f99ea839bdb,18,26,agent,0.5372301340103149,0.037037037037037035,0.0,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,444e811c-4cd3-47ba-a4b0-7f99ea839bdb,19,26,user,,,,,,0.30370503664016724,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,444e811c-4cd3-47ba-a4b0-7f99ea839bdb,20,26,agent,0.6620166301727295,0.25,0.0,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,444e811c-4cd3-47ba-a4b0-7f99ea839bdb,21,26,user,,,,,,0.20947331190109253,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,444e811c-4cd3-47ba-a4b0-7f99ea839bdb,22,26,agent,0.8391575217247009,0.24324324324324326,0.0,0.5839576721191406,-0.02140880624453223,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,444e811c-4cd3-47ba-a4b0-7f99ea839bdb,23,26,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,444e811c-4cd3-47ba-a4b0-7f99ea839bdb,24,26,agent,0.8156942129135132,0.30357142857142855,0.0,,,,0,1
