cell,traj_id,step_idx,U,da,label_fail
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,20,0.0016677072557087442,1.0,0
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,22,0.2268599213565953,1.0,0
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,24,0.25227364715996353,0.31962519533493944,0
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,26,0.17192650101566762,1.0,0
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,28,0.1586727920809905,0.2623905767094005,0
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,30,0.26290208937199444,0.14511380158364773,0
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,32,0.23519148565991316,0.13844640519883897,0
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,34,0.18046230288881793,1.0,0
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,36,0.05336929257449991,0.1484769909612594,0
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,38,0.1809438410274544,0.32000865434345444,0
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,40,0.15870882224805782,0.361606664955616,0
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,42,0.1500761744419796,0.206057391949554,0
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,44,0.10171331270442269,0.26472131411234534,0
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,46,0.10992986494482036,0.3216701402113988,0
qwen14B-int4_retail_50runs,26f116fa-3b13-457b-bb29-002dbfc115f9,48,0.12494330830201164,0.2204725050157116,0
qwen14B-int4_retail_50runs,e406559f-7492-4cad-90f2-8e1f7a4d7b53,0,,,1
qwen14B-int4_retail_50runs,e406559f-7492-4cad-90f2-8e1f7a4d7b53,2,0.17969731585938684,0.0,1
qwen14B-int4_retail_50runs,e406559f-7492-4cad-90f2-8e1f7a4d7b53,4,0.19668094755952742,0.17553682022906364,1
qwen14B-int4_retail_50runs,e406559f-7492-4cad-90f2-8e1f7a4d7b53,6,0.05307368181698166,0.4611140383141381,1
qwen14B-int4_retail_50runs,e406559f-7492-4cad-90f2-8e1f7a4d7b53,8,0.0025614057623855047,0.24921104974216887,1
qwen14B-int4_retail_50runs,e406559f-7492-4cad-90f2-8e1f7a4d7b53,10,0.24141306601856755,0.1657524307568868,1
qwen14B-int4_retail_50runs,e406559f-7492-4cad-90f2-8e1f7a4d7b53,12,0.10654274150508224,0.014675774357535623,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,0,,,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,2,0.29507244817212414,0.0,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,4,0.0004937991382603762,0.019293383640401503,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,6,0.18013394337122512,0.08138783488954816,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,8,0.39242544930299605,0.08358672663972185,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,10,0.2308771190531712,0.06711511313915253,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,12,0.19689529664132852,0.09135648409525553,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,14,0.17824571788191496,0.2608578127363454,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,16,0.13120700618452663,0.3902317682902018,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,18,0.38115306905693097,0.11937148535429541,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,20,0.3174016588502839,0.14492762553227412,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,22,0.1342825803214244,0.0811393191513506,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,24,0.18909103029387372,0.15539158018011795,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,26,0.004290245969802659,0.1265390746055111,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,28,0.0950853919353348,1.0,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,30,0.1283493328118852,0.13783714294433594,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,32,0.0796516506324513,0.14958765791423284,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,34,0.01787983475243205,0.16912180752981276,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,36,0.2037616197156094,0.19526725155966623,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,38,0.1148449908013754,0.22893661446869373,1
qwen14B-int4_retail_50runs,afc6f595-3313-4a04-8c88-11f7d5375781,40,0.1453367238892168,0.28207826803600977,1
qwen14B-int4_retail_50runs,3950ffb1-2ef7-4b68-a832-a504f5fd873c,0,,,1
qwen14B-int4_retail_50runs,3950ffb1-2ef7-4b68-a832-a504f5fd873c,2,0.36448682745965594,0.0,1
qwen14B-int4_retail_50runs,3950ffb1-2ef7-4b68-a832-a504f5fd873c,4,0.00029641023644758394,0.01221687912940979,1
qwen14B-int4_retail_50runs,3950ffb1-2ef7-4b68-a832-a504f5fd873c,6,0.33282148741271833,0.08394363948277064,1
qwen14B-int4_retail_50runs,3950ffb1-2ef7-4b68-a832-a504f5fd873c,8,0.1712965735644435,0.2716610403948052,1
qwen14B-int4_retail_50runs,3950ffb1-2ef7-4b68-a832-a504f5fd873c,10,0.1944475293167773,0.24739900634095477,1
qwen14B-int4_retail_50runs,3950ffb1-2ef7-4b68-a832-a504f5fd873c,12,0.2908543074773241,0.07387682903243835,1
qwen14B-int4_retail_50runs,3950ffb1-2ef7-4b68-a832-a504f5fd873c,14,0.32119158511869916,0.21594036178490547,1
qwen14B-int4_retail_50runs,3950ffb1-2ef7-4b68-a832-a504f5fd873c,16,0.24832551782925832,0.12958097152220896,1
qwen14B-int4_retail_50runs,3950ffb1-2ef7-4b68-a832-a504f5fd873c,18,0.05962347047414489,0.09805931276250109,1
qwen14B-int4_retail_50runs,3950ffb1-2ef7-4b68-a832-a504f5fd873c,20,0.12876656652902305,0.18134182003828195,1
qwen14B-int4_retail_50runs,3950ffb1-2ef7-4b68-a832-a504f5fd873c,22,0.07889343703646784,0.23571000016968824,1
qwen14B-int4_retail_50runs,3950ffb1-2ef7-4b68-a832-a504f5fd873c,24,0.13969017061711883,0.16344883670545604,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,0,,,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,2,0.3465313971490241,0.0,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,4,0.2684921576102543,0.04630803596228361,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,6,0.000318085847762469,0.019659979776902634,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,8,0.36924525192820334,0.1431021199506872,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,10,0.143815859309417,0.19153859257698058,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,12,0.0855283558881259,0.29264602849358007,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,15,0.21802886179253939,0.29130732796408915,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,18,0.1371028713717769,0.2264384110768636,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,20,0.13854095402524444,0.11135298935408444,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,22,0.06378811849832486,0.15353122707140648,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,25,0.12266714706177421,0.3779502931763144,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,28,0.2706193512687072,0.20335930936476762,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,30,0.1877329429513749,0.28281083941459656,1
qwen14B-int4_retail_50runs,34f6654e-56ac-40bf-b76a-6593e08b55f5,32,0.19047642256309424,0.159577293942372,1
qwen14B-int4_retail_50runs,6208fc0f-dc43-4b48-b20f-56f3dcce43fe,0,,,1
qwen14B-int4_retail_50runs,6208fc0f-dc43-4b48-b20f-56f3dcce43fe,2,0.3122492194812154,0.0,1
qwen14B-int4_retail_50runs,6208fc0f-dc43-4b48-b20f-56f3dcce43fe,4,0.3251826162443763,0.24316423883040747,1
qwen14B-int4_retail_50runs,6208fc0f-dc43-4b48-b20f-56f3dcce43fe,6,0.23239503656474514,0.25790870744128563,1
qwen14B-int4_retail_50runs,6208fc0f-dc43-4b48-b20f-56f3dcce43fe,8,0.2536509322775768,0.15877292354901631,1
qwen14B-int4_retail_50runs,6208fc0f-dc43-4b48-b20f-56f3dcce43fe,10,0.14025611239509317,0.10111892223358154,1
qwen14B-int4_retail_50runs,6208fc0f-dc43-4b48-b20f-56f3dcce43fe,12,0.00021414471503094191,0.06585479444927639,1
qwen14B-int4_retail_50runs,6208fc0f-dc43-4b48-b20f-56f3dcce43fe,14,0.20981237720793147,0.12301086824993754,1
qwen14B-int4_retail_50runs,6208fc0f-dc43-4b48-b20f-56f3dcce43fe,16,0.00279842719278942,0.1496471056812688,1
qwen14B-int4_retail_50runs,6208fc0f-dc43-4b48-b20f-56f3dcce43fe,18,0.16547746387432172,0.23453597959719205,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,0,,,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,2,0.18912581183403301,0.0,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,4,0.3025325908771419,0.25240613222122193,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,6,0.0010853593363967838,0.03535941067863913,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,8,0.28156744167879477,0.033280454930805024,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,10,0.05163810757209648,0.0387209008137385,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,12,0.18264330767358045,0.09711260061997633,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,14,0.0016329801577530962,0.0542454719543457,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,16,0.327582879092882,0.16243061773917253,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,18,0.011838773867538946,0.05481680234273274,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,20,0.2510338354410619,0.10335654871804373,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,22,0.17344476663946579,0.42051675835171265,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,24,0.18954406891404155,0.7881510779261589,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,26,0.12571821346275355,0.7520367299255573,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,28,0.11277404807927245,0.565637708902359,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,30,0.13074768532837963,0.6502706590963869,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,32,0.01713741770387101,1.0,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,34,0.011642126271895162,1.0,1
qwen14B-int4_retail_50runs,107eed96-b4f5-4c6e-b0db-df346e67068c,36,0.008863020358566146,1.0,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,0,,,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,2,0.3120849517726966,0.0,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,4,0.0002105246452913125,0.01718016631073422,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,6,0.3552259760595432,0.09466570973396302,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,8,0.04315460551798808,0.046552571654319766,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,11,0.4997998543731228,0.2038305103778839,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,13,0.020237957561697106,0.08155967508043561,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,15,0.19725012138198214,0.1288718218388765,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,17,0.007589015670277044,0.08182497535433088,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,20,0.2640380419158238,0.10285212888437159,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,22,0.3522060450188376,0.0901726403019645,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,24,0.362565411029764,0.0875946002848008,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,26,0.25240717127391615,0.06272786490771234,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,28,0.12349375499084987,0.07023792713880539,1
qwen14B-int4_retail_50runs,ee2fcce5-2dad-424c-8e64-83b6ed6d43ec,30,0.1621556857473013,0.0278185358587301,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,0,,,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,2,0.2584310562489879,0.0,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,4,0.0006198056282557999,0.03918449481328328,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,6,0.22761765173156429,0.06630293915911419,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,8,0.125225664460179,0.04016737474335564,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,12,0.38913338475425757,0.07515649306468475,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,14,0.1731037583974976,0.0896482989192009,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,16,0.12124744321652615,1.0,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,18,0.15617126024681055,0.20760895877048888,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,20,0.14691685498191787,0.17820118963718415,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,22,0.12251866462729588,0.2637797213615255,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,24,0.12647985494061575,0.2546599951657382,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,26,0.29702621745591246,0.10633951984345913,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,28,0.2234803903756564,0.27732722220882294,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,30,0.1177561875611688,1.0,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,32,0.17281471779736893,1.0,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,34,0.12347831735033542,0.23928356660555486,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,36,0.18746783310655882,0.13957529295893276,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,38,0.10194150620941363,0.27481097253886133,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,40,0.12631536956537678,0.2966672642943785,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,42,0.006019669947671255,0.3478858470916748,1
qwen14B-int4_retail_50runs,0f083d05-23c6-4d28-a48a-5e3c91c3862e,44,0.09400952594338097,0.4975912909881741,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,0,,,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,2,0.3314952703756998,0.0,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,4,0.0007556801554730757,0.015757189077489516,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,6,0.23628140025519287,0.09768134706160603,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,8,0.476392946222842,0.07443542713704317,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,10,0.23891513123824173,0.13134898589207578,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,12,0.23332574422651986,0.10917295293605074,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,14,0.12918721825409404,0.18637332872108175,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,16,0.19478932506380334,0.13300401056316535,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,18,0.12007276549921006,0.274018689205772,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,20,0.1471371609690486,0.2911215245723724,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,22,0.1541365019347653,0.1961946814027551,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,24,0.07423802705815057,0.25779921667916433,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,26,0.0957175084139825,0.2646094854967094,1
qwen14B-int4_retail_50runs,032f1145-941d-421d-b9e5-36f035e561a5,28,0.14310917103970067,0.3370471369359911,1
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,0,,,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,2,0.34105329303439896,0.0,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,4,0.0003091478380892138,0.01581820061332301,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,6,0.2637251614815692,0.10071188432198983,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,8,0.22769250759776424,0.12193597092920419,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,10,0.4122512079250838,0.2362996981694148,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,12,0.01591958313302059,0.018731136475839922,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,14,0.3090102401841284,0.0983854748985984,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,16,0.2333210250040746,0.21386325359344482,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,18,0.2783791363901202,0.059523974792866766,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,20,0.13186002873337788,0.24212593231044832,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,22,0.2622478100742811,0.08078522399320441,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,24,0.2279114773697387,0.34420854687690733,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,26,0.31108666633091103,0.20623536904652912,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,28,0.2295815580917242,0.28390930500705686,0
qwen14B-int4_retail_50runs,243d4ea7-cad6-4a97-b79b-a910c6f574f6,30,0.16174148752854348,0.3876044919857612,0
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,0,,,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,2,0.281846909133034,0.0,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,4,0.0002547523811912811,0.018643346699801357,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,6,0.26338522278536997,0.04629260418461818,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,8,0.352883621698869,0.13023068559797185,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,10,0.44713670141572714,0.18891902241790504,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,12,0.0003594727875889336,0.0,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,14,0.15548234073533707,0.10628340684849284,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,16,0.20900241374962836,0.1310565372308095,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,18,0.16416871877685807,0.4693405853377448,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,20,0.2585586037636163,1.0,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,22,0.19509517502321483,0.242865971156529,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,24,0.21547045743912582,0.3325546905398369,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,26,0.10073862279365811,0.18226503001319036,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,28,0.058945216083159835,0.47969244888850615,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,30,0.14083974196049734,0.22512551064186906,1
qwen14B-int4_retail_50runs,782162b3-cbcb-42d9-9f26-8e43b99a5a8e,32,0.11588315159560844,0.007643677826438631,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,0,,,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,2,0.23351831086013058,0.0,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,4,0.0004876593705789547,0.0472666806188123,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,6,0.2791656170846508,0.0856340588355551,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,8,0.03479463291986925,0.033340867360432944,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,12,0.2892527104765201,0.060756296481726306,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,14,0.0043576291876597055,1.0,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,18,0.23319417297507594,0.21697171245302474,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,20,0.2280312102794431,1.0,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,22,0.3444978300080962,0.3789512004171099,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,24,0.39369339680167104,0.24713783017520244,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,26,0.0035253425128179434,0.014179118190492902,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,28,0.24399241134172733,0.1972137838602066,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,30,0.12590778165545935,0.2358152525765555,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,32,0.16838918686158816,0.20530007708640327,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,34,0.30339132826299664,0.13458813311623746,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,36,0.3478804874763948,0.14189832027141866,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,38,0.1618644782141663,1.0,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,40,0.12558758595583996,0.2834744850794474,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,42,0.2604327700805904,0.28380337504089853,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,44,0.23520893077396543,1.0,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,46,0.11116283487082645,1.0,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,48,0.12336357104614161,0.47499589757485816,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,50,0.1375517173132224,0.19813716411590576,1
qwen14B-int4_retail_50runs,fd27577f-9382-4326-9b88-ef406386ea21,52,0.0050622449942068215,0.03486862375929549,1
qwen14B-int4_retail_50runs,4eb9b777-7328-46e8-94e6-38bd7094ea82,0,,,1
qwen14B-int4_retail_50runs,4eb9b777-7328-46e8-94e6-38bd7094ea82,2,0.1457449069120098,0.0,1
qwen14B-int4_retail_50runs,4eb9b777-7328-46e8-94e6-38bd7094ea82,4,0.3164837124783056,0.10489858899797712,1
qwen14B-int4_retail_50runs,4eb9b777-7328-46e8-94e6-38bd7094ea82,6,0.319210113807085,0.4618952763932092,1
qwen14B-int4_retail_50runs,4eb9b777-7328-46e8-94e6-38bd7094ea82,8,0.15856826367835997,0.05499482899904251,1
qwen14B-int4_retail_50runs,4eb9b777-7328-46e8-94e6-38bd7094ea82,10,0.0021280167933639405,0.027679124393978637,1
qwen14B-int4_retail_50runs,a0ad3af6-0bcf-4313-8763-9314bd89a510,0,,,1
qwen14B-int4_retail_50runs,a0ad3af6-0bcf-4313-8763-9314bd89a510,2,0.2821176454443582,0.0,1
qwen14B-int4_retail_50runs,a0ad3af6-0bcf-4313-8763-9314bd89a510,4,0.00035656406820162476,0.016927198001316614,1
qwen14B-int4_retail_50runs,a0ad3af6-0bcf-4313-8763-9314bd89a510,6,0.31501234799050587,0.15459312711443218,1
qwen14B-int4_retail_50runs,a0ad3af6-0bcf-4313-8763-9314bd89a510,8,0.4379540658254076,0.14601364196875158,1
