cell,precision,traj_id,step_idx,n_steps,actor,n_tokens,n_content_tokens,U_all,U_stopfilter,U_content,mean_prob,label_fail
qwen14B-int4_retail_50runs,bf16,4287708a-772a-45c1-850f-0bed0fd939be,14,38,agent,68,20,0.5650510661482107,0.6131580572095138,1.2727591786533594,0.7406971282847647,1
qwen14B-int4_retail_50runs,bf16,4287708a-772a-45c1-850f-0bed0fd939be,16,38,agent,58,8,0.33359259984006195,0.2442063682930958,0.9128089100122452,0.8509516213847509,1
qwen14B-int4_retail_50runs,bf16,4287708a-772a-45c1-850f-0bed0fd939be,18,38,agent,207,40,0.3668965651407263,0.35622240636369334,1.0336396457627415,0.8040118775407591,1
qwen14B-int4_retail_50runs,bf16,4287708a-772a-45c1-850f-0bed0fd939be,20,38,agent,55,16,0.918758402697296,0.8282503068915956,1.7748834677040577,0.6904746624266498,1
qwen14B-int4_retail_50runs,bf16,4287708a-772a-45c1-850f-0bed0fd939be,22,38,agent,178,27,0.2193490683727492,0.20540915062797155,0.6282427567574713,0.8665312186132915,1
qwen14B-int4_retail_50runs,bf16,4287708a-772a-45c1-850f-0bed0fd939be,24,38,agent,76,13,0.4255931299574181,0.39390100856720417,1.4259889320685313,0.8301204235773195,1
qwen14B-int4_retail_50runs,bf16,4287708a-772a-45c1-850f-0bed0fd939be,26,38,agent,203,6,0.3739967593368823,0.4553631251678134,11.147897840787968,0.9529055435747168,1
qwen14B-int4_retail_50runs,bf16,4287708a-772a-45c1-850f-0bed0fd939be,28,38,agent,158,35,0.5464486199242546,0.5178147917612929,1.6171791847263064,0.7846639073953038,1
qwen14B-int4_retail_50runs,bf16,4287708a-772a-45c1-850f-0bed0fd939be,30,38,agent,104,20,0.4005061206931406,0.29493579732526437,1.1251509748399258,0.8336108214264366,1
qwen14B-int4_retail_50runs,bf16,4287708a-772a-45c1-850f-0bed0fd939be,32,38,agent,97,15,0.5511842345236647,0.36308479058234966,1.4407851348320644,0.8018563496120192,1
qwen14B-int4_retail_50runs,bf16,4287708a-772a-45c1-850f-0bed0fd939be,34,38,agent,152,15,0.27129724531836885,0.1732238747757763,0.9260636652509372,0.864656359028137,1
qwen14B-int4_retail_50runs,bf16,4287708a-772a-45c1-850f-0bed0fd939be,36,38,agent,163,16,0.3294007887099664,0.3075210488888001,2.0119348294101655,0.8755516847115148,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,2,35,agent,40,12,3.495118064575672,4.837437134276589,7.227486909677585,0.46407903746045653,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,4,35,agent,75,20,3.592089383134016,3.4443474034729853,5.949143300205469,0.48542880248836884,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,6,35,agent,86,29,1.09151389966711,1.2427372824086145,1.9413018730180016,0.592444880339145,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,8,35,agent,61,16,3.7520769195777364,3.6459830265938855,7.765670305117965,0.4472762208821775,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,10,35,agent,55,12,0.45923362523620453,0.6349462107737038,1.4251912062366803,0.7655210443665156,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,12,35,agent,67,16,0.4579798893612202,0.41050431832162854,0.9303509369492531,0.7437874708918137,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,14,35,agent,34,7,0.4491825069190407,0.507971894630048,0.9570875998054232,0.7608437004504909,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,16,35,agent,64,17,0.6044345395180795,0.7485982822924695,1.1795747315182405,0.672055731295589,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,18,35,agent,34,13,0.4622398612334698,0.5755464026033223,0.847232420857136,0.7043092897843566,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,20,35,agent,52,12,0.43751153467377873,0.544145998162646,1.1223197815318902,0.7501757193114897,1
